31.715074	 5.600000
31.648353	 5.500000
31.583350	 5.400000
31.520024	 5.300000
31.458337	 5.200000
31.398256	 5.100000
31.339746	 5.000000
31.282776	 4.900000
31.227315	 4.800000
31.173336	 4.700000
31.120811	 4.600000
31.069714	 4.500000
31.020022	 4.400000
30.971711	 4.300000
30.924759	 4.200000
30.879145	 4.100000
30.834849	 4.000000
30.791851	 3.900000
30.750135	 3.800000
30.709682	 3.700000
30.670477	 3.600000
30.632503	 3.500000
30.595746	 3.400000
30.560191	 3.300000
30.525825	 3.200000
30.492634	 3.100000
30.460608	 3.000000
30.429734	 2.900000
30.400000	 2.800000
30.371397	 2.700000
30.343914	 2.600000
30.317542	 2.500000
30.292271	 2.400000
30.268094	 2.300000
30.245001	 2.200000
30.222986	 2.100000
30.202041	 2.000000
30.182159	 1.900000
30.163334	 1.800000
30.145559	 1.700000
30.128830	 1.600000
30.113140	 1.500000
30.098485	 1.400000
30.084860	 1.300000
30.072261	 1.200000
30.060684	 1.100000
30.050126	 1.000000
30.040582	 0.900000
30.032051	 0.800000
30.024530	 0.700000
30.018016	 0.600000
30.012508	 0.500000
30.008003	 0.400000
30.004501	 0.300000
30.002000	 0.200000
30.000500	 0.100000
30.000000	 0.000000
30.000500	 -0.100000
30.002000	 -0.200000
30.004501	 -0.300000
30.008003	 -0.400000
30.012508	 -0.500000
30.018016	 -0.600000
30.024530	 -0.700000
30.032051	 -0.800000
30.040582	 -0.900000
30.050126	 -1.000000
30.060684	 -1.100000
30.072261	 -1.200000
30.084860	 -1.300000
30.098485	 -1.400000
30.113140	 -1.500000
30.128830	 -1.600000
30.145559	 -1.700000
30.163334	 -1.800000
30.182159	 -1.900000
30.202041	 -2.000000
30.222986	 -2.100000
30.245001	 -2.200000
30.268094	 -2.300000
30.292271	 -2.400000
30.317542	 -2.500000
30.343914	 -2.600000
30.371397	 -2.700000
30.400000	 -2.800000
30.429734	 -2.900000
30.460608	 -3.000000
30.492634	 -3.100000
30.525825	 -3.200000
30.560191	 -3.300000
30.595746	 -3.400000
30.632503	 -3.500000
30.670477	 -3.600000
30.709682	 -3.700000
30.750135	 -3.800000
30.791851	 -3.900000
30.834849	 -4.000000
30.879145	 -4.100000
30.924759	 -4.200000
30.971711	 -4.300000
31.020022	 -4.400000
31.069714	 -4.500000
31.120811	 -4.600000
31.173336	 -4.700000
31.227315	 -4.800000
31.282776	 -4.900000
31.339746	 -5.000000
31.398256	 -5.100000
31.458337	 -5.200000
31.520024	 -5.300000
31.583350	 -5.400000
31.648353	 -5.500000
31.715074	 -5.600000
31.783553	 -5.700000
31.853835	 -5.800000
31.925968	 -5.900000
32.000000	 -6.000000
32.075986	 -6.100000
32.153982	 -6.200000
32.234049	 -6.300000
32.316251	 -6.400000
32.400658	 -6.500000
32.487344	 -6.600000
32.576389	 -6.700000
32.667879	 -6.800000
32.761906	 -6.900000
32.858572	 -7.000000
32.957983	 -7.100000
33.060259	 -7.200000
33.165529	 -7.300000
33.273931	 -7.400000
33.385622	 -7.500000
33.500769	 -7.600000
33.619561	 -7.700000
33.742205	 -7.800000
33.868932	 -7.900000
34.000000	 -8.000000
34.135701	 -8.100000
34.276365	 -8.200000
34.422366	 -8.300000
34.574136	 -8.400000
34.732173	 -8.500000
34.897060	 -8.600000
35.069483	 -8.700000
35.250263	 -8.800000
35.440395	 -8.900000
35.641101	 -9.000000
35.853918	 -9.100000
36.080816	 -9.200000
36.324405	 -9.300000
36.588256	 -9.400000
36.877501	 -9.500000
37.200000	 -9.600000
37.568951	 -9.700000
38.010025	 -9.800000
38.589326	 -9.900000
39.999999	 -10.000000
